Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,attack_probability,anomaly_score,risk_score,priority,true_label
53,280,2,2,76,282,38,38,38.0,0.0,141,141,141.0,0.0,1278571.429,14285.71429,93.33333333,118.8710786,228,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,64,64,7142.857143,7142.857143,38,141,79.2,56.41542342,3182.7,0,0,0,0,0,0,0,0,1,99.0,38.0,141.0,64,0,0,0,0,0,0,2,76,2,282,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,2.3657335e-06,-0.2242511411193209,1.0,,0
54589,4,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,750000.0,2.0,1.414213562,3,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,0,0,0,0,60,0,750000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,60,0,0,0,0,0,0,3,0,0,0,389,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,2.9938022e-07,-0.193078265158814,6.5,,0
80,5068793,4,4,543,628,531,0,135.75,263.5151798,616,0,157.0,306.0130716,231.021468,1.578285008,724113.2857,1887172.325,5003759,28,65034,21678.0,7994.051976,28487,12876,5045189,1681729.667,2877028.034,5003787,5157,0,0,0,0,100,88,0.789142504,0.789142504,0,616,130.1111111,252.2897364,63650.11111,0,0,0,1,0,0,0,0,1,146.375,135.75,157.0,100,0,0,0,0,0,0,4,543,4,628,29200,23,3,20,0.0,0.0,0,0,0.0,0.0,0,0,1.953404e-06,-0.1682228767498775,10.9,,0
53,172600,1,1,38,54,38,38,38.0,0.0,54,54,54.0,0.0,533.0243337,11.58748552,172600.0,0.0,172600,172600,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,5.793742758,5.793742758,38,54,43.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,65.0,38.0,54.0,32,0,0,0,0,0,0,1,38,1,54,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,3.42431e-06,-0.2250457890358284,0.8,,0
53,72804455,2,2,102,215,53,49,51.0,2.828427125,134,81,107.5,37.4766594,4.354129153,0.054941693,24300000.0,42000000.0,72800000,23525,72800000,72800000.0,0.0,72800000,72800000,72800000,72800000.0,0.0,72800000,72800000,0,0,0,0,52,52,0.027470846,0.027470846,49,134,74.0,35.90264614,1289.0,0,0,0,0,0,0,0,0,1,92.5,51.0,107.5,52,0,0,0,0,0,0,2,102,2,215,-1,-1,1,20,30727.0,0.0,30727,30727,72800000.0,0.0,72800000,72800000,9.073056e-06,0.016335194808291,43.8,,0
53,33338,2,2,86,198,43,43,43.0,0.0,99,99,99.0,0.0,8518.807367,119.9832024,11112.66667,19242.50712,33332,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,59.99160118,59.99160118,43,99,65.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,81.75,43.0,99.0,64,0,0,0,0,0,0,2,86,2,198,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,2.1260146e-06,-0.2311111950869118,0.0,,0
443,60861752,14,13,2165,4076,1810,0,154.6428571,480.9373231,3061,0,313.5384615,864.3778702,102.5438768,0.443628373,2340836.615,4278796.731,10000000,24,60900000,4681673.231,5193718.702,10100000,727,60800000,5064616.083,5244215.511,10100000,679,0,0,0,0,292,344,0.230029527,0.213598846,0,3061,222.8928571,672.0452112,451644.7659,0,0,0,1,0,0,0,0,0,231.1481481,154.6428571,313.5384615,292,0,0,0,0,0,0,14,2165,13,4076,8192,89,9,20,115317.5,75580.25287,269591,83748,10000000.0,678.026966,10000000,9999861,3.3435245e-07,-0.0785548261683502,26.9,,0
53,31481,2,2,72,328,36,36,36.0,0.0,164,164,164.0,0.0,12706.07668,127.0607668,10493.66667,18007.79504,31287,4,190,190.0,0.0,190,190,4,4.0,0.0,4,4,0,0,0,0,64,64,63.53038341,63.53038341,36,164,87.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,109.0,36.0,164.0,64,0,0,0,0,0,0,2,72,2,328,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,4.0734412e-06,-0.2245528819044951,0.9,,0
80,15022,2,2,12,0,6,6,6.0,0.0,0,0,0.0,0.0,798.828385,266.2761283,5007.333333,8153.833536,14418,48,604,604.0,0.0,604,604,14974,14974.0,0.0,14974,14974,0,0,0,0,40,64,133.1380642,133.1380642,0,6,3.6,3.286335345,10.8,1,0,0,0,0,0,0,0,1,4.5,6.0,0.0,40,0,0,0,0,0,0,2,12,2,0,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0.9999795,-0.2020115288310023,44.9,,1
56644,58,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,34482.75862,58.0,0.0,58,58,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17241.37931,17241.37931,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2.4540437e-05,-0.1941936914606152,6.3,,0
36336,53,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18867.92453,18867.92453,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,307,0,32,0.0,0.0,0,0,0.0,0.0,0,0,6.4239125e-06,-0.2078564734404357,3.9,,0
80,12976,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,924.784217,154.1307028,12976.0,0.0,12976,12976,12976,12976.0,0.0,12976,12976,0,0.0,0.0,0,0,0,0,0,0,40,0,154.1307028,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,16425,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,8.13067e-06,-0.2155213273167067,2.5,,0
53,176477,1,1,53,69,53,53,53.0,0.0,69,69,69.0,0.0,691.3082158,11.33292157,176477.0,0.0,176477,176477,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,5.666460785,5.666460785,53,69,58.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,87.5,53.0,69.0,32,0,0,0,0,0,0,1,53,1,69,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1.8213375e-06,-0.222140915646792,1.3,,0
50826,19,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,105263.1579,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,52631.57895,52631.57895,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,946,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,4.0951377e-07,-0.1947823013098216,6.2,,0
80,101020502,6,6,326,11595,308,0,54.33333333,124.3055376,7251,0,1932.5,3131.772645,118.005749,0.118787768,9183682.0,30400000.0,101000000,3,101000000,20200000.0,45100000.0,101000000,4,101000000,20200000.0,45100000.0,101000000,3,0,0,0,0,164,200,0.059393884,0.059393884,0,7251,917.4615385,2247.216449,5049981.769,1,0,0,0,0,0,0,0,1,993.9166667,54.33333333,1932.5,164,0,0,0,0,0,0,6,326,6,11595,0,235,3,20,11017.0,0.0,11017,11017,101000000.0,0.0,101000000,101000000,0.9999987,0.1360482050770127,100.0,,1
80,115067004,16,14,437,796,437,0,27.3125,109.25,796,0,56.85714286,212.7399486,10.71549582,0.26071766,3967827.724,4978396.885,10200000,13,115000000,7671133.6,4413988.819,10200000,1128,112000000,8650102.0,3833775.759,10200000,865,0,0,0,0,520,456,0.139049419,0.121668241,0,796,39.77419355,160.7838528,25851.44731,0,0,0,1,0,0,0,0,0,41.1,27.3125,56.85714286,520,0,0,0,0,0,0,16,437,14,796,29200,285,1,32,25878.63636,7780.427665,49336,23444,10200000.0,64617.61983,10200000,10000000,2.482149e-05,-0.0982651194478322,23.4,,0
43776,86,2,1,31,6,31,0,15.5,21.92031022,6,6,6.0,0.0,430232.5581,34883.72093,43.0,57.98275606,84,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,1,0,0,0,64,20,23255.81395,11627.90698,0,31,17.0,16.35033129,267.3333333,0,1,0,0,1,0,0,0,0,22.66666667,15.5,6.0,64,0,0,0,0,0,0,2,31,1,6,1006,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,3.510606e-07,-0.1677021577320192,11.0,,0
80,25882686,7,5,419,1767,419,0,59.85714286,158.3671142,1767,0,353.4,790.2264232,84.45800409,0.463630398,2352971.455,4127751.353,10000000,61,25900000,4313781.0,4916863.737,10100000,40783,20300000,5070732.25,5748886.79,10100000,1821,0,0,0,0,232,168,0.270451065,0.193179332,0,1767,168.1538462,494.1546395,244188.8077,0,0,0,1,0,0,0,0,0,182.1666667,59.85714286,353.4,232,0,0,0,0,0,0,7,419,5,1767,29200,939,1,32,132663.0,131589.7436,225711,39615,10000000.0,16181.43158,10000000,9997415,3.3573224e-06,-0.1127825733253535,20.8,,0
60366,42,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,23809.52381,23809.52381,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,59,527,0,32,0.0,0.0,0,0,0.0,0.0,0,0,4.433132e-06,-0.2016841803562495,5.0,,0
443,3631336,10,8,1239,4165,886,0,123.9,276.2319677,1581,0,520.625,650.8840005,1488.157527,4.956853345,213608.0,388956.7597,1433677,3,3631336,403481.7778,472144.0142,1433677,3,3135359,447908.4286,552808.3479,1449977,217,0,0,0,0,224,172,2.753807414,2.203045931,0,1581,284.4210526,496.4983289,246510.5906,0,0,0,1,0,0,0,0,0,300.2222222,123.9,520.625,224,0,0,0,0,0,0,10,1239,8,4165,8192,251,4,20,0.0,0.0,0,0,0.0,0.0,0,0,1.047228e-05,-0.1504589212833795,14.1,,0
80,203,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9852.216749,203.0,0.0,203,203,203,203.0,0.0,203,203,0,0.0,0.0,0,0,0,0,0,0,64,0,9852.216749,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0.9668588,-0.2207094981806511,40.3,,1
56833,68,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,29411.76471,68.0,0.0,68,68,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14705.88235,14705.88235,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,3,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,4.4245488e-05,-0.2042984347899968,4.5,,0
53,20266,2,2,68,138,34,34,34.0,0.0,69,69,69.0,0.0,10164.80805,197.3749136,6755.333333,11695.3844,20260,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,98.68745682,98.68745682,34,69,48.0,19.17028951,367.5,0,0,0,0,0,0,0,0,1,60.0,34.0,69.0,64,0,0,0,0,0,0,2,68,2,138,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,2.4050516e-06,-0.2305894768449111,0.0,,0
53,33365,1,1,53,107,53,53,53.0,0.0,107,107,107.0,0.0,4795.444328,59.9430541,33365.0,0.0,33365,33365,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,29.97152705,29.97152705,53,107,71.0,31.17691454,972.0,0,0,0,0,0,0,0,0,1,106.5,53.0,107.0,20,0,0,0,0,0,0,1,53,1,107,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1.2191362e-06,-0.2257459379722388,0.7,,0
443,130398,10,6,524,5448,192,0,52.4,72.20372413,1460,0,908.0,717.7598484,45798.24844,122.7012684,8693.2,19728.83676,76648,18,130398,14488.66667,24791.90487,76672,47,23425,4685.0,6874.998909,15718,96,0,0,0,0,220,132,76.68829277,46.01297566,0,1460,351.2941176,586.2555719,343695.5956,0,0,0,1,0,0,0,0,0,373.25,52.4,908.0,220,0,0,0,0,0,0,10,524,6,5448,29200,30,9,20,0.0,0.0,0,0,0.0,0.0,0,0,2.3676378e-07,-0.1498075815197072,14.2,,0
80,3108915,3,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.929933755,621783.0,907008.7838,2023865,68,1085050,542525.0,734290.7943,1061747,23303,3085712,1542856.0,680345.6179,2023933,1061779,0,0,0,0,104,112,0.964966878,0.964966878,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,3,0,29200,29,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0.00030029265,-0.1798767258342954,8.9,,0
47834,104,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19230.76923,104.0,0.0,104,104,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9615.384615,9615.384615,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,306,365,0,32,0.0,0.0,0,0,0.0,0.0,0,0,3.8367048e-06,-0.2079993987287079,3.9,,0
53,96134,4,2,204,414,51,51,51.0,0.0,207,207,207.0,0.0,6428.526848,62.41288202,19226.8,29122.85105,65683,3,30447,10149.0,17573.38749,30441,3,4,4.0,0.0,4,4,0,0,0,0,80,40,41.60858801,20.80429401,51,207,95.57142857,76.12020569,5794.285714,0,0,0,0,0,0,0,0,0,111.5,51.0,207.0,80,0,0,0,0,0,0,4,204,2,414,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,3.7378156e-06,-0.2061579980031952,4.2,,0
53,431,1,1,55,120,55,55,55.0,0.0,120,120,120.0,0.0,406032.4826,4640.37123,431.0,0.0,431,431,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2320.185615,2320.185615,55,120,76.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,115.0,55.0,120.0,32,0,0,0,0,0,0,1,55,1,120,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2.282486e-06,-0.2249897304711155,0.8,,0
80,98565705,7,5,342,11595,342,0,48.85714286,129.2638498,8688,0,2319.0,3774.237539,121.1070321,0.1217462,8960518.636,29700000.0,98500000,1,98500000,16400000.0,40200000.0,98500000,1,47422,11855.5,16513.63206,35161,79,0,0,0,0,232,168,0.071018616,0.050727583,0,8688,918.2307692,2466.852318,6085360.359,0,0,0,0,1,0,0,0,0,994.75,48.85714286,2319.0,232,0,0,0,0,0,0,7,342,5,11595,274,235,1,32,1005.0,0.0,1005,1005,98500000.0,0.0,98500000,98500000,0.9999988,0.1119372536322512,100.0,,1
53,107,2,2,76,242,38,38,38.0,0.0,121,121,121.0,0.0,2971962.617,37383.17757,35.66666667,60.044428,105,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,18691.58879,18691.58879,38,121,71.2,45.46097227,2066.7,0,0,0,0,0,0,0,0,1,89.0,38.0,121.0,64,0,0,0,0,0,0,2,76,2,242,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,2.6915573e-06,-0.2163632424436198,2.4,,0
53,196,2,2,64,224,32,32,32.0,0.0,112,112,112.0,0.0,1469387.755,20408.16327,65.33333333,71.90502996,144,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,64,64,10204.08163,10204.08163,32,112,64.0,43.8178046,1920.0,0,0,0,0,0,0,0,0,1,80.0,32.0,112.0,64,0,0,0,0,0,0,2,64,2,224,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,3.8278713e-06,-0.2264315838576366,0.6,,0
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0.99992883,-0.2013542304094844,45.0,,1
53,379253,1,1,69,134,69,69,69.0,0.0,134,134,134.0,0.0,535.2627402,5.273524534,379253.0,0.0,379253,379253,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,2.636762267,2.636762267,69,134,90.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,136.0,69.0,134.0,20,0,0,0,0,0,0,1,69,1,134,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,3.7264294e-07,-0.2011961541377711,5.1,,0
53,180,2,2,60,252,30,30,30.0,0.0,126,126,126.0,0.0,1733333.333,22222.22222,60.0,96.99484522,172,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,11111.11111,11111.11111,30,126,68.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,85.5,30.0,126.0,40,0,0,0,0,0,0,2,60,2,252,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1.5924824e-06,-0.2264291752316505,0.6,,0
80,90017166,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.022217985,90000000.0,0.0,90000000,90000000,90000000,90000000.0,0.0,90000000,90000000,0,0.0,0.0,0,0,0,0,0,0,64,0,0.022217985,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0,0,90000000.0,0.0,90000000,90000000,0.9991297,0.0169596752451802,83.9,,1
22,167,2,1,12,6,6,6,6.0,0.0,6,6,6.0,0.0,107784.4311,17964.07186,83.5,116.6726189,166,1,166,166.0,0.0,166,166,0,0.0,0.0,0,0,0,0,0,0,40,20,11976.0479,5988.023952,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,8.0,6.0,6.0,40,0,0,0,0,0,0,2,12,1,6,16062,245,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1.1827113e-05,-0.1974440243689469,5.7,,0
53,30251,1,1,77,159,77,77,77.0,0.0,159,159,159.0,0.0,7801.394995,66.11351691,30251.0,0.0,30251,30251,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,33.05675845,33.05675845,77,159,104.3333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,156.5,77.0,159.0,20,0,0,0,0,0,0,1,77,1,159,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,6.281543e-07,-0.2036211882151548,4.6,,0
53,112890,2,2,64,252,32,32,32.0,0.0,126,126,126.0,0.0,2799.185047,35.43272212,37630.0,65132.04263,112838,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,64,64,17.71636106,17.71636106,32,126,69.6,51.48592041,2650.8,0,0,0,0,0,0,0,0,1,87.0,32.0,126.0,64,0,0,0,0,0,0,2,64,2,252,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1.1396777e-06,-0.2270989535592861,0.5,,0
53,127,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,1354330.709,31496.06299,42.33333333,67.26316476,120,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,15748.0315,15748.0315,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,5.7965883e-07,-0.2246530749274529,0.9,,0
53,99110,2,2,80,134,40,40,40.0,0.0,67,67,67.0,0.0,2159.217032,40.35919685,33036.66667,57176.15648,99058,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,64,64,20.17959843,20.17959843,40,67,50.8,14.78850905,218.7,0,0,0,0,0,0,0,0,1,63.5,40.0,67.0,64,0,0,0,0,0,0,2,80,2,134,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1.0668793e-06,-0.2292741788651678,0.1,,0
53294,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,4364,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,7.222802e-07,-0.198791944601071,5.5,,0
55410,2,3,0,38,0,38,0,12.66666667,21.93931023,0,0,0.0,0.0,19000000.0,1500000.0,1.0,0.0,1,1,2,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,60,0,1500000.0,0.0,0,38,9.5,19.0,361.0,0,0,0,0,1,0,0,0,0,12.66666667,12.66666667,0.0,60,0,0,0,0,0,0,3,38,0,0,351,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,4.6700953e-07,-0.1678841693279818,11.0,,0
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,9.300749e-06,-0.1822173837414096,8.5,,0
443,6121046,6,4,338,157,244,0,56.33333333,93.94608383,145,0,39.25,70.55671478,80.86853129,1.633707703,680116.2222,1887768.492,5712725,4,6121046,1224209.2,2559973.121,5802472,4,357505,119168.3333,103259.4391,182273,4,0,0,0,0,132,92,0.980224622,0.653483081,0,244,45.0,78.73499857,6199.2,0,0,0,1,0,0,0,0,0,49.5,56.33333333,39.25,132,0,0,0,0,0,0,6,338,4,157,8192,110,5,20,408317.0,0.0,408317,408317,5712725.0,0.0,5712725,5712725,1.8406377e-06,-0.1587188264023096,12.6,,0
53,457,1,1,51,111,51,51,51.0,0.0,111,111,111.0,0.0,354485.7768,4376.367615,457.0,0.0,457,457,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2188.183807,2188.183807,51,111,71.0,34.64101615,1200.0,0,0,0,0,0,0,0,0,1,106.5,51.0,111.0,32,0,0,0,0,0,0,1,51,1,111,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,2.384752e-06,-0.2263686991989331,0.6,,0
53,23695,1,1,54,270,54,54,54.0,0.0,270,270,270.0,0.0,13673.77084,84.40599283,23695.0,0.0,23695,23695,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,42.20299641,42.20299641,54,270,126.0,124.7076581,15552.0,0,0,0,0,0,0,0,0,1,189.0,54.0,270.0,20,0,0,0,0,0,0,1,54,1,270,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,7.6986544e-07,-0.1963252925781001,5.9,,0
53,189,2,2,102,224,51,51,51.0,0.0,112,112,112.0,0.0,1724867.725,21164.02116,63.0,107.3871501,187,1,187,187.0,0.0,187,187,1,1.0,0.0,1,1,0,0,0,0,64,64,10582.01058,10582.01058,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51.0,112.0,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,5.406749e-06,-0.2211081744453892,1.5,,0
443,89,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22471.91011,89.0,0.0,89,89,89,89.0,0.0,89,89,0,0.0,0.0,0,0,0,0,0,0,64,0,22471.91011,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,1066,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,9.853632e-07,-0.220386875146157,1.7,,0
51240,4,2,0,247,0,216,31,123.5,130.8147545,0,0,0.0,0.0,61800000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,40,0,500000.0,0.0,31,216,154.3333333,106.8097998,11408.33333,0,1,0,0,1,0,0,0,0,231.5,123.5,0.0,40,0,0,0,0,0,0,2,247,0,0,119,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,4.74244e-06,-0.1157309365873242,20.3,,0
53,187,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,491978.6096,21390.37433,62.33333333,68.63186821,137,2,2,2.0,0.0,2,2,48,48.0,0.0,48,48,0,0,0,0,64,64,10695.18717,10695.18717,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,3.2759274e-06,-0.2249976744535526,0.8,,0
80,99660928,6,7,686,11595,337,0,114.3333333,172.4977295,4344,0,1656.428571,1760.597234,123.2278311,0.130442293,8305077.333,28700000.0,99300000,4,99500000,19900000.0,44400000.0,99300000,4,99700000,16600000.0,40500000.0,99300000,15,0,0,0,0,176,232,0.060204135,0.070238158,0,4344,877.6428571,1447.760956,2096011.786,1,0,0,0,0,0,0,0,1,945.1538462,114.3333333,1656.428571,176,0,0,0,0,0,0,6,686,7,11595,0,235,3,20,12014.0,0.0,12014,12014,99300000.0,0.0,99300000,99300000,0.9999988,0.1258637811313092,100.0,,1
